Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link
ML Ops with Azure / Databricks,SQUARE ONE RESOURCES sp. z o.o.,2025-01-08,110–125 zł netto (+ VAT) / godz.,"['ML', 'Python', 'SQL', 'Databricks', 'ML Ops', 'Microsoft Azure']","https://www.pracuj.pl/praca/ml-ops-with-azure-databricks-warszawa-pulawska-2,oferta,1003819495?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior C# Developer,Catalogic Software,2025-01-08,5 000–10 000,"['C#', '.NET Core', 'SQL', 'Entity Framework']","https://www.pracuj.pl/praca/junior-c%23-developer-warszawa-aleje-jerozolimskie-132,oferta,1003787524?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior IT Support Engineer,Experis,2025-01-08,Brak wynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/junior-it-support-engineer-warszawa,oferta,1003811767?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Carve-out Data Administrator,ZF Group,2025-01-08,Brak wynagrodzenia,"['SharePoint', 'Power Automate', 'Power Apps', 'Power BI']","https://www.pracuj.pl/praca/carve-out-data-administrator-czestochowa-ekonomiczna-19,oferta,1003793866?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Customer Service Advisor with Dutch,Capita (Polska) Sp. z o.o.,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/customer-service-advisor-with-dutch-lodz-aleja-marsz-jozefa-pilsudskiego-24,oferta,1003819037?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Internship - Java Intern for IoT Solutions,Samsung R&D Institute Poland,2025-01-08,Brak wynagrodzenia,"['Java', 'Spring', 'SQL', 'HTML', 'CSS', 'JavaScript', 'Linux']","https://www.pracuj.pl/praca/internship-java-intern-for-iot-solutions-warszawa-plac-europejski-1,oferta,1003782004?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior Backend Developer,SUPERFUND TECHNOLOGIES sp. z o.o.,2025-01-08,Brak wynagrodzenia,"['Java', 'PostgreSQL']","https://www.pracuj.pl/praca/junior-backend-developer-krakow-zablocie-25,oferta,1003818950?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Paid Spring Internship - .Net/Testing,Aspire Systems Poland,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/paid-spring-internship-net-testing-gdansk-aleja-grunwaldzka-472c,oferta,1003796123?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Młodszy specjalista / Młodsza specjalistka ds. wsparcia IT / HelpDesk,SEMACO,2025-01-08,Brak wynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-it-helpdesk-krakow-osiedle-szkolne-19a,oferta,1003818653?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
"Software Engineer - Infrastructure, Commerce",Google,2025-01-08,Brak wynagrodzenia,['SQL'],"https://www.pracuj.pl/praca/software-engineer-infrastructure-commerce-warszawa-emilii-plater-53,oferta,1003789463?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Specjalista / Specjalistka ds. Testów,Sygnity S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-testow-warszawa-postepu-17b,oferta,1003807681?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy Programista,MAP solutions Sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-programista-legionowo,oferta,1003807649?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Specjalista ds. informatyki (k/m),Polskie Sieci Elektroenergetyczne S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-informatyki-k-m-warszawa-aleje-jerozolimskie-132,oferta,1003788290?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Asystent kierownika projektów,GT GROUP TOMASZEK SP. Z O.O.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/asystent-kierownika-projektow-lancut-cetnarskiego-35,oferta,1003827992?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Konsultant SAP SD/MM,IT CONNECT Sp. z o.o. Sp. k.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/konsultant-sap-sd-mm-warszawa,oferta,1003788190?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
SOC Analyst,ZOOLA TECH POLAND sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/soc-analyst-wroclaw-mosiezna-23,oferta,1003809817?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Specjalista ds. inwentaryzacji,APART Sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-inwentaryzacji-suchy-las-pow-poznanski,oferta,1003812197?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Marketing Automation Intern,5 BONSAI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/marketing-automation-intern-warszawa-konstruktorska-12,oferta,1003787805?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Konsultant ds. utrzymania systemów ERP (moduł logistyka i sprzedaż),Asseco Business Solutions S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/konsultant-ds-utrzymania-systemow-erp-modul-logistyka-i-sprzedaz-lublin-konrada-wallenroda-4c,oferta,1003827425?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy specjalista ds. integracji danych,Asseco Business Solutions S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-integracji-danych-lublin-konrada-wallenroda-4c,oferta,1003827366?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Junior Project Manager,Pratt & Whitney Rzeszów S.A,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-project-manager-rzeszow,oferta,1003811915?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Junior DevOps Engineer (with German),Rite NRG sp. z o.o.,2025-01-10,14 000–21 840,Brak technologii,"https://www.pracuj.pl/praca/junior-devops-engineer-with-german-wroclaw-ksawerego-liskego-7,oferta,1003792091?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
ML Ops with Azure / Databricks,SQUARE ONE RESOURCES sp. z o.o.,2025-01-10,110–125 zł netto (+ VAT) / godz.,Brak technologii,"https://www.pracuj.pl/praca/ml-ops-with-azure-databricks-warszawa-pulawska-2,oferta,1003819495?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Konsultant wdrożeniowy systemu ERP,Asseco Business Solutions S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/konsultant-wdrozeniowy-systemu-erp-warszawa-adama-branickiego-13,oferta,1003805463?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Junior Support Engineer - Tax Technology,KPMG,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-support-engineer-tax-technology-warszawa-inflancka-4a,oferta,1003792040?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Technical Support Agent with Portugese & English,HCL Poland,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/technical-support-agent-with-portugese-english-wroclaw,oferta,1003807193?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Inżynier Danych SQL & Power BI,POLENERGIA S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/inzynier-danych-sql-power-bi-warszawa-krucza-24-26,oferta,1003807177?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy Informatyk / HelpDesk,Climamedic Sp. z o.o. Sp. k.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-informatyk-helpdesk-reguly-pow-pruszkowski-stanislawa-bodycha-73a,oferta,1003787372?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Programista PHP/JS,Enadis Sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/programista-php-js-gdynia,oferta,1003826925?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy specjalista ds. aplikacji biznesowych,Tubes International Sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-aplikacji-biznesowych-poznan-bystra-15a,oferta,1003802944?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Junior IT Administrator,Atlanta Poland S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-it-administrator-gdansk-zalogowa-17,oferta,1003807008?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Intern for programming in Excel VBA,IKEA Purchasing Services Poland Sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/intern-for-programming-in-excel-vba-warszawa-aleja-krakowska-61,oferta,1003826663?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
DevOps Engineer,Be in IT,2025-01-10,8 000–16 000 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/devops-engineer-lodz,oferta,1003826548?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy Administrator systemu SAP moduł SD,Grupa Maspex,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-administrator-systemu-sap-modul-sd-wadowice,oferta,1003786927?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Technical Support Agent with Dutch & English,HCL Poland,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/technical-support-agent-with-dutch-english-wroclaw,oferta,1003806927?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Full Stack Developer,NEXMODE sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/full-stack-developer-cieszyn-mennicza-1,oferta,1003826384?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Huntsman Internship Program - Process Mining Data Support,HUNTSMAN (POLAND) sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/huntsman-internship-program-process-mining-data-support-krakow-pawia-9,oferta,1003826340?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Huntsman Internship Program - A3 Automation Support,HUNTSMAN (POLAND) sp. z o.o.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/huntsman-internship-program-a3-automation-support-krakow-pawia-9,oferta,1003826337?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Junior Network Administrator,SAFES sp. z o.o.,2025-01-10,5 000–8 000,Brak technologii,"https://www.pracuj.pl/praca/junior-network-administrator-krakow-czerwone-maki-59,oferta,1003826336?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy Administrator SAP Basis,Grupa Maspex,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-administrator-sap-basis-wadowice,oferta,1003786733?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Specjalista ds. cyberbezpieczeństwa,PREBYTES,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-cyberbezpieczenstwa-rzeszow-jana-twardowskiego-3,oferta,1003791423?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Asystent / Asystentka zespołu cyberbezpieczeństwa,PREBYTES,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/asystent-asystentka-zespolu-cyberbezpieczenstwa-lezajsk-sandomierska-6,oferta,1003791420?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy administrator systemów IT,PREBYTES,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-administrator-systemow-it-lezajsk-sandomierska-6,oferta,1003791421?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Specjalista ds. wsparcia technicznego IT / Helpdesk,PREBYTES,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-wsparcia-technicznego-it-helpdesk-lezajsk-sandomierska-6,oferta,1003791422?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Specjalista / Specjalistka ds. płatności e-commerce,LPP S.A.,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-platnosci-e-commerce-gdansk-dlugie-ogrody-12,oferta,1003826209?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Junior .NET Developer,THE DOTS CONNECTED sp. z o.o.,2025-01-10,5 000–8 000 zł netto (+ VAT) / mies.,Brak technologii,"https://www.pracuj.pl/praca/junior-net-developer-warszawa,oferta,1003804787?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Business and systems Analyst (​​Capital Markets or Banking) Internship Program (She/He/They),Accenture Technology,2025-01-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/business-and-systems-analyst-capital-markets-or-banking-internship-program-she-h-warszawa,oferta,1003826129?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy specjalista informatyk,Instytut Geodezji i Kartografii,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-informatyk-warszawa-zygmunta-modzelewskiego-27,oferta,1003825900?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
IT Support Specialist,EndySoft,2025-01-09,8 700–12 200 zł netto (+ VAT) / mies.,Brak technologii,"https://www.pracuj.pl/praca/it-support-specialist-warszawa,oferta,1003798749?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Techniczny Analityk Biznesowy,Acturis Poland Sp. z o.o.,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/techniczny-analityk-biznesowy-wroclaw-legnicka-48f,oferta,1003783691?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Młodszy Analityk ds. Jakości/Tester Oprogramowania,Acturis Poland Sp. z o.o.,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-analityk-ds-jakosci-tester-oprogramowania-wroclaw-legnicka-48f,oferta,1003783692?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
SQL Intern,GGS IT Consulting,2025-01-09,4 700–5 500 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/sql-intern-krakow-cystersow-13,oferta,1003802374?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
SAP ABAP Internship (She/He/They),Accenture Technology,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/sap-abap-internship-she-he-they-lodz,oferta,1003802240?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
SAP ABAP Internship (She/He/They),Accenture Technology,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/sap-abap-internship-she-he-they-lodz,oferta,1003802249?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Internship - Linux Embedded Intern in Automotive Team,Samsung R&D Institute Poland,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-linux-embedded-intern-in-automotive-team-warszawa-plac-europejski-1,oferta,1003810961?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Internship - Mobile Devices Tester,Samsung R&D Institute Poland,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-mobile-devices-tester-warszawa-plac-europejski-1,oferta,1003810956?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Internship - Automotive Software Tester with Python,Samsung R&D Institute Poland,2025-01-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-automotive-software-tester-with-python-warszawa-plac-europejski-1,oferta,1003810960?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
Programista,Hogart,2025-01-09,5 000–13 000,Brak technologii,"https://www.pracuj.pl/praca/programista-warszawa,oferta,1003806586?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2"
IT Support Specialist,EndySoft,2025-01-13,8 700–12 200 zł netto (+ VAT) / mies.,Brak technologii,"https://www.pracuj.pl/praca/it-support-specialist-warszawa,oferta,1003798749?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Customer Technical Support with English - Back office,Concentrix CVG International Sp. z o.o.,2025-01-13,4 800,Brak technologii,"https://www.pracuj.pl/praca/customer-technical-support-with-english-back-office-szczecin-plac-brama-portowa-1,oferta,1003804581?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
SQL Intern,GGS IT Consulting,2025-01-13,4 700–5 500 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/sql-intern-krakow-cystersow-13,oferta,1003802374?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Internship - Linux Embedded Intern in Automotive Team,Samsung R&D Institute Poland,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-linux-embedded-intern-in-automotive-team-warszawa-plac-europejski-1,oferta,1003810961?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Internship - Mobile Devices Tester,Samsung R&D Institute Poland,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-mobile-devices-tester-warszawa-plac-europejski-1,oferta,1003810956?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Internship - Automotive Software Tester with Python,Samsung R&D Institute Poland,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-automotive-software-tester-with-python-warszawa-plac-europejski-1,oferta,1003810960?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Stażysta / Stażystka w dziale Customer Onboarding Team,eRecruiter,2025-01-13,4 500–5 000 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/stazysta-stazystka-w-dziale-customer-onboarding-team-warszawa-prosta-68,oferta,1003822005?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Specjalista Wsparcia IT,BALTIC HUB CONTAINER TERMINAL sp. z o. o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-wsparcia-it-gdansk-kontenerowa-7,oferta,1003810703?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
2025 Customer Engineering Summer Intern,Equinix,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/2025-customer-engineering-summer-intern-warszawa-plac-europejski-1,oferta,1003810690?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Data Engineer,SQUARE ONE RESOURCES sp. z o.o.,2025-01-13,60–100 zł netto (+ VAT) / godz.,Brak technologii,"https://www.pracuj.pl/praca/data-engineer-warszawa-pulawska-2,oferta,1003833671?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Administrator systemów ERP i B2B,EXSO Sp. z o.o.,2025-01-13,4 700–7 000,Brak technologii,"https://www.pracuj.pl/praca/administrator-systemow-erp-i-b2b-wroclaw-minska-38,oferta,1003821479?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Junior Support Specialist,C&F,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-support-specialist-warszawa,oferta,1003817643?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
IT Internship Program - Information Security Management,Brown Brothers Harriman,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/it-internship-program-information-security-management-krakow-stanislawa-klimeckiego-1,oferta,1003785565?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Specjalista ds. IT,ALSTAL Grupa Budowlana Sp. z o.o. Sp.k.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-it-bydgoszcz,oferta,1003833411?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Młodszy analityk danych logistycznych,C.H. Robinson,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-analityk-danych-logistycznych-gliwice,oferta,1003795045?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Młodszy Analityk IT,Wielton SA,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-analityk-it-wielun-fabryczna-8,oferta,1003794979?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Mł. Specjalista /Mł. Specjalistka ds. Bezpieczeństwa SOC L1,T-Mobile,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/ml-specjalista-ml-specjalistka-ds-bezpieczenstwa-soc-l1-warszawa-marynarska-12,oferta,1003812766?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
.NET Junior Developer,SMART IT,2025-01-13,4 700–6 000,Brak technologii,"https://www.pracuj.pl/praca/net-junior-developer-warszawa,oferta,1003832793?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
L1 Service Desk Analyst with German,Infosys Poland Sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/l1-service-desk-analyst-with-german-krakow,oferta,1003820673?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Brak tytułu,ANEGIS sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,Brak linku
Specjalista Service desk,LOTTOMERKURY sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-service-desk-warszawa-grochowska-278,oferta,1003809936?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
IT Systems Administrator,Flügger Poland Sp. z o.o.,2025-01-13,15 000–18 000 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/it-systems-administrator-gdansk-rakietowa-20a,oferta,1003832417?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
"Software Engineer, Early Career, Campus",Google,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/software-engineer-early-career-campus-warszawa-emilii-plater-53,oferta,1003805916?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Informatyk - Młodszy Specjalista HelpDesk,Alfavox Sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/informatyk-mlodszy-specjalista-helpdesk-poznan,oferta,1003832338?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Asystent ds. wsparcia IT (praca dla studenta),Znak Gdańsk sp. z o.o.,2025-01-13,4 880–5 368 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/asystent-ds-wsparcia-it-praca-dla-studenta-gdansk-potegowska-12,oferta,1003820313?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Junior Backend Developer,autoDNA.pl,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-backend-developer-lodz-obywatelska-128-152,oferta,1003832156?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Płatny Staż - Project Management (dział Mobility),Robert Bosch Sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/platny-staz-project-management-dzial-mobility-warszawa-jutrzenki-105,oferta,1003820151?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Młodszy specjalista ds. baz danych (SQL),Asseco Business Solutions S.A.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-baz-danych-sql-lublin-konrada-wallenroda-4c,oferta,1003832118?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Inżynier 4.0,Saint-Gobain,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/inzynier-4-0-ilowa,oferta,1003832059?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Desktop Support Engineer,Sharp Brains,2025-01-13,8 000–12 000,Brak technologii,"https://www.pracuj.pl/praca/desktop-support-engineer-gdansk-marynarki-polskiej-163,oferta,1003790128?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Staż Analityczny,Grupa ERGO Hestia,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/staz-analityczny-sopot-hestii-1,oferta,1003820021?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Młodszy specjalista helpdesk,Maspex,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-helpdesk-wadowice-fryderyka-chopina-10,oferta,1003819978?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Programista/-ka,Wielkopolska Akademia Nauki i Rozwoju Sp. z o.o. Sp.k.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/programista-ka-poznan-grochowska-35,oferta,1003805639?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
IT Customer Support with German,Lufthansa Group Business Services Sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/it-customer-support-with-german-krakow-wadowicka-3b,oferta,1003831800?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Młodszy Konsultant SAP SuccessFactors,All for One Poland,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-konsultant-sap-successfactors-zlotniki-pow-poznanski,oferta,1003831707?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Junior Application Software Developer (m/f/d),Diehl Controls Polska,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-application-software-developer-m-f-d-namyslow-kazimierza-pulaskiego-6,oferta,1003794209?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Salesforce Marketing Cloud Consultant,Cloudity,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/salesforce-marketing-cloud-consultant-warszawa-kazimierza-brokla-2,oferta,1003831540?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Programista aplikacji mobilnych (Mobile App Developer),INTELO,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/programista-aplikacji-mobilnych-mobile-app-developer-lodz-brukowa-12,oferta,1003815599?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
